name,lat,lon
SOUK OULD MINA,33.5686578,-7.6756998
SOUK SALAM,33.5831935,-7.5524575
SOUK SALAM,33.5834112,-7.552552
SOUK SWISRA,33.5641404,-7.3719729
SOUK SWISRA,33.5642767,-7.3723322
STADE COC,33.5609842,-7.6447656
STADE COC,33.5610666,-7.6445124
STADE HAY HASSANI,33.570789,-7.6805095
STADE MOHAMED V,33.5841384,-7.6478018
STADE PERE JEGO,33.5503195,-7.6517895
STADE TISSIMA,33.5444156,-7.5621869
STADE TISSIMA,33.5446172,-7.5621061
STATION ANOUAL,33.570216,-7.625819
STATION ANOUAL,33.5702452,-7.6261238
STATION EL FALAH,33.6846558,-7.3801972
STATION EL FALAH 2,33.6844017,-7.3800374
SWILBATE,33.68035,-7.3468155
SWILBATE,33.6804554,-7.3470011
SWILBATE 2,33.6780355,-7.3499172
SWILBATE 2,33.6781776,-7.3496346
TACHAROUK BD OQBA,33.569666,-7.5200562
TACHAROUK BOULEVARD OQBA,33.5699353,-7.5197594
TARIK EL KHIR,33.6087893,-7.4963071
TARIK EL KHIR,33.608948,-7.4961209
TARIQ BNOU ZYAD,33.575742,-7.6241175
TARIQ BNOU ZYAD,33.5758592,-7.6247523
TECHNOPARC,33.5404213,-7.6377114
TECHNOPARC,33.5406285,-7.6384132
TECHNOPOLE NOUACEUR,33.3734967,-7.5531594
TECHNOPOLE NOUACEUR,33.3737797,-7.5530563
TERMINUS ABOUAB AL OULFA,33.5475154,-7.7040305
TERMINUS AIN SEBAA,33.5956195,-7.5302426
TERMINUS AIN SEBAA,33.5956503,-7.5300558
TERMINUS AL ANDALOUS,33.4633429,-7.64422
TERMINUS AL HAMD,33.5120555,-7.5138924
TERMINUS AL HAMD,33.5120672,-7.5140204
TERMINUS AL OULFA 1,33.5511138,-7.6844698
TERMINUS AL OULFA 1,33.5512177,-7.6843247
TERMINUS AL QODS,33.6145778,-7.4912896
TERMINUS AL QODS,33.6146182,-7.491608
TERMINUS ANASSI,33.5913228,-7.4908799
TERMINUS ANASSI,33.5919063,-7.4899476
TERMINUS BEN ABID,33.489265,-7.8852999
TERMINUS BERNOUSSI,33.6134026,-7.5041221
TERMINUS BERNOUSSI,33.6134415,-7.5041771
TERMINUS BOUCHENTOUF,33.5702114,-7.6010839
TERMINUS BOUCHENTOUF,33.5706326,-7.6007126
TERMINUS BOULEVARD PARIS,33.5952657,-7.6241678
TERMINUS CASA PORT,33.5980904,-7.6126691
TERMINUS CASA PORT 2,33.5999237,-7.6142458
TERMINUS CINEMA RIF,33.5966108,-7.6154971
TERMINUS COMMUNE SIDI BELYOUT,33.5951384,-7.6266175
TERMINUS COMMUNE SIDI BELYOUT,33.595306,-7.6262847
TERMINUS DAOULIZ,33.6027943,-7.6593551
TERMINUS DAR LHAMRA,33.5706946,-7.6708242
TERMINUS DAR LHAMRA,33.5708124,-7.6707299
TERMINUS DOHA,33.5912189,-7.516572
TERMINUS DOHA,33.5913467,-7.5169244
TERMINUS EL FATH II,33.6694523,-7.3912266
TERMINUS EL HANK,33.6024873,-7.6537531
TERMINUS EL HANK,33.602965,-7.6539415
TERMINUS EL MANSOURIA,33.6187533,-7.4793037
TERMINUS EL MANSOURIA,33.6189216,-7.4793217
TERMINUS EL OULFA,33.5570036,-7.6898797
TERMINUS ELFADL,33.5583211,-7.5087099
TERMINUS FACULTE BEN M'SIK,33.5659996,-7.5429504
TERMINUS FACULTE BEN M'SIK,33.5661345,-7.5431623
TERMINUS FACULTE DES LETTRES,33.7026268,-7.3745498
TERMINUS FACULTE DES LETTRES,33.7027125,-7.373858
TERMINUS FACULTES MOHAMMEDIA,33.7055993,-7.3561821
TERMINUS FACULTES MOHAMMEDIA,33.7057054,-7.3562987
TERMINUS FARAH SALAM,33.5326472,-7.6997839
TERMINUS FERARA,33.5545321,-7.6868015
TERMINUS FERARA,33.5553688,-7.6855875
TERMINUS GARE ONCF MOHAMMEDIA,33.6953543,-7.3891553
TERMINUS GARE ONCF MOHAMMEDIA,33.6953635,-7.3889658
TERMINUS GARE OULED ZIANE,33.5756858,-7.5899168
TERMINUS GARE OULED ZIANE,33.5757185,-7.5900117
TERMINUS HARBILI,33.6306273,-7.4912276
TERMINUS HAY EL FALAH,33.5563691,-7.5479535
TERMINUS HAY EL FALAH,33.557674,-7.5491607
TERMINUS HAY EL FARAH,33.5660907,-7.5879946
TERMINUS HAY EL FARAH,33.566603,-7.5878554
TERMINUS HAY EL WAHDA,33.5425995,-7.5435612
TERMINUS HAY EL WAHDA,33.5430464,-7.5439703
TERMINUS HAY HASSANI,33.5710491,-7.679185
TERMINUS HAY HASSANI II,33.56609,-7.683295
TERMINUS HAY HASSANI II,33.5662808,-7.6835367
TERMINUS HAY LMASJID,33.5623131,-7.6076178
TERMINUS HAY LMASJID,33.5625129,-7.6073254
TERMINUS HAY SALAM,33.5447496,-7.6732072
TERMINUS HOPITAL SOFI,33.6026247,-7.6331906
TERMINUS HOUPHEIT BOIGNY,33.5984623,-7.6148278
TERMINUS HOUPHEIT BOIGNY,33.5985946,-7.615048
TERMINUS JAMILA,33.541956,-7.5794639
TERMINUS JAMILA,33.542164,-7.5796719
TERMINUS JAMILA II,33.5472353,-7.5848993
TERMINUS JAMILA II,33.5473949,-7.5844959
TERMINUS KASBAT LAMINE,33.5336207,-7.6850188
TERMINUS KHIAYTA,33.4675785,-7.7850543
TERMINUS LA GARE ROUTIERE,33.5732478,-7.5879286
TERMINUS LAHRAOUIYINE 1,33.5322094,-7.5198241
TERMINUS LISSASFA,33.5313567,-7.6739437
TERMINUS LISSASFA,33.5315492,-7.674105
TERMINUS LMKANSA II,33.5248617,-7.5627982
TERMINUS LMKANSA II,33.5249881,-7.5623948
TERMINUS LMZABIENNE,33.5156432,-7.5936017
TERMINUS MAARIF,33.5824796,-7.6406724
TERMINUS MAARIF,33.5825535,-7.6403384
TERMINUS MAARIF 2,33.5855713,-7.6412213
TERMINUS MANDAROUNA,33.530391,-7.6172875
TERMINUS MANDAROUNA,33.530541,-7.617031
TERMINUS MEDIOUNA,33.4503425,-7.496403
TERMINUS MEDIOUNA,33.4505607,-7.4957015
TERMINUS MEDIOUNA 1,33.4544579,-7.5182536
TERMINUS MOSQUEE EL HOSNA,33.5436159,-7.5818989
TERMINUS MOSQUEE EL HOSNA,33.5440605,-7.5818199
TERMINUS MOSQUEE SALMIA,33.538202,-7.5539697
TERMINUS MOSQUEE SALMIA,33.5384403,-7.5542379
TERMINUS MOSQUEE TARIQ,33.6078866,-7.5150212
TERMINUS MOSQUEE TARIQ,33.6080931,-7.5151601
TERMINUS MOULAY RACHID,33.5657321,-7.5285749
TERMINUS MOULAY RACHID,33.5657487,-7.5288849
TERMINUS MOULAY YOUSSEF,33.5988294,-7.6314899
TERMINUS MOULAY YOUSSEF,33.5999614,-7.6323545
TERMINUS MUSEE ALSA,33.5782397,-7.6340532
TERMINUS MUSEE ALSA,33.5787981,-7.6351301
TERMINUS NAHDA,33.7000371,-7.3522044
TERMINUS NAIM 2,33.5648165,-7.4995552
TERMINUS NAIM 2,33.5651052,-7.4995099
TERMINUS NASSIM,33.5180918,-7.6584958
TERMINUS OUAD DAHAB,33.5409567,-7.5730338
TERMINUS OUAD DAHAB,33.5412447,-7.5727261
TERMINUS OULAD AHMED,33.4957223,-7.7267839
TERMINUS OULAD AHMED,33.4958232,-7.7269719
TERMINUS OULAD SALEH,33.3761991,-7.6925133
TERMINUS PLACE LA CONCORDE,33.5962803,-7.6218917
TERMINUS PLACE LA CONCORDE,33.5965096,-7.6213949
TERMINUS PLACE MEKOUAR,33.6149867,-7.5368335
TERMINUS PLACE NATIONS UNIES,33.5944424,-7.6194357
TERMINUS PLACE OUAD LMAKHAZIN,33.5946956,-7.6229452
TERMINUS PLACE SIDI MAAROUF,33.5645448,-7.6038639
TERMINUS PLACE SIDI MAAROUF,33.5650232,-7.6040505
TERMINUS PLACE SRAGHNA,33.5695281,-7.6011233
TERMINUS PLACE SRAGHNA 2,33.5672993,-7.5995841
TERMINUS PORT MOHAMMEDIA,33.7088339,-7.4017855
TERMINUS QUARTIER DES HOPITAUX,33.5770858,-7.6248393
TERMINUS QUARTIER SHEMS,33.7086853,-7.3505986
TERMINUS QUARTIER SHEMS,33.7087995,-7.3508121
TERMINUS RACHIDIA,33.6872581,-7.3803593
TERMINUS RACHIDIA,33.687489,-7.3808756
TERMINUS RACHIDIA 3,33.6801905,-7.375883
TERMINUS RACHIDIA 3,33.6802433,-7.3757592
TERMINUS RAHMA,33.5379516,-7.7270464
TERMINUS RAHMA,33.5380862,-7.7274154
TERMINUS RIAD AL OULFA,33.5538131,-7.7009745
TERMINUS RIAD AL OULFA,33.5542551,-7.7006066
TERMINUS RIAD AL OULFA III,33.54949,-7.7046528
TERMINUS ROND POINT NAPOLEON,33.5634706,-7.6335498
TERMINUS SAKANI,33.6038575,-7.481966
TERMINUS SAKANI,33.6041453,-7.4823912
TERMINUS SALMIA,33.5367883,-7.5505828
TERMINUS SALMIA,33.5368166,-7.5504024
TERMINUS SIDI HAJJAJ,33.5401777,-7.4143265
TERMINUS SIDI LKHADIR,33.5691969,-7.6843286
TERMINUS SIDI MAAROUF,33.5081218,-7.6574373
TERMINUS SIDI MOUSSA BEN ALI,33.562732,-7.3738919
TERMINUS TACHAROUK,33.5696775,-7.5228648
TERMINUS TACHAROUK,33.5697932,-7.5229128
TERMINUS TAH,33.5329937,-7.5831696
TERMINUS TAH,33.5331402,-7.583206
TERMINUS TIT MELLIL,33.5507161,-7.4862559
TERMINUS TRAM 1 SIDI MOUMEN,33.5889785,-7.4991896
TERMINUS TRAM 1 SIDI MOUMEN,33.589043,-7.4989767
TERMINUS TRAM 2 BERNOUSSI,33.6104457,-7.5063608
TERMINUS TRAM 2 BERNOUSSI,33.610621,-7.5066364
TERMINUS VILLE ENNASR,33.4129226,-7.6758222
TERMINUS VILLE ENNASR,33.4129577,-7.6756585
TERMINUS ZAOUIA,33.3842434,-7.6206666
TERMINUS ZI BERNOUSSI,33.623155,-7.507558
TERMINUS ZI BERNOUSSI,33.6232248,-7.5076246
TERMINUS ZI OULAD SALEH,33.4215535,-7.6392303
TERMINUS ZOUBIR,33.5407785,-7.6832071
TERMINUS ZOUBIR,33.5408712,-7.6831117
TERRAIN LAARBI  ZAOULI,33.5970706,-7.5446398
TERRAIN LAARBI  ZAOULI,33.5972544,-7.544749
THEATRE MY RACHID,33.563077,-7.554103
THEATRE MY RACHID,33.5631022,-7.5535496
TIKIOUIN,33.5778402,-7.5533828
TRIBUNAL ADMINISTRATIF,33.5600151,-7.5662171
TRIBUNAL ADMINISTRATIF,33.5600804,-7.5663053
TRIBUNAL AIN SEBAA,33.5993166,-7.5310346
TRIBUNAL AIN SEBAA,33.5993435,-7.5307109
TRIBUNAL DE 1ER INSTANCE,33.5538744,-7.6661078
TRIBUNAL DE 1ER INSTANCE,33.553909,-7.6658774
TWIN CENTER,33.5874506,-7.6323462
TWIN CENTER,33.5882785,-7.6336439
UNIVERSITE INTERNATIONALE,33.4970264,-7.6080373
UNIVERSITE INTERNATIONALE,33.4970493,-7.6085117
VICTORIA CITY,33.4179164,-7.6725529
VICTORIA CITY,33.4179869,-7.6722292
VILLE DEROUA,33.3897544,-7.5361451
VILLE VERTE,33.4918411,-7.6090228
VILLE VERTE,33.491864,-7.609421
VILLE VERTE II,33.4743545,-7.6008719
VILLE VERTE II,33.4744771,-7.600606
WILAYA GRAND CASABLANCA,33.5906964,-7.6192948
ZONE INDUSTRIEL BOUSKOURA,33.4422459,-7.6450733
ZONE INDUSTRIEL BOUSKOURA,33.4422688,-7.6453626
ZONE INDUSTRIEL CHELLALATE,33.6221374,-7.442085
ZONE INDUSTRIEL CHELLALATE,33.6224304,-7.4420416
ZONE INDUSTRIEL CHELLALATE 1,33.6291533,-7.4315233
ZONE INDUSTRIEL CHELLALATE 1,33.6291533,-7.4311457
ZONE INDUSTRIEL MOHAMMEDIA T1,33.6641066,-7.406948
ZONE INDUSTRIEL MOHAMMEDIA T1,33.6642132,-7.407156
ZONE INDUSTRIEL MOHAMMEDIA T2,33.6611101,-7.4111942
ZONE INDUSTRIEL MOHAMMEDIA T2,33.6612132,-7.4114022
ZONE INDUSTRIEL ZENATA,33.6535642,-7.4422909
ZONE INDUSTRIEL ZENATA,33.6540357,-7.4422938
ZONE INDUSTRIELLE OKACHA,33.6126177,-7.55824
ZONE INDUSTRIELLE OKACHA,33.6127406,-7.5583196
ZONE LOGISTIQUE LAHRAOUYINE,33.5541372,-7.5110683
ZONE URBAINE 16 BEN MSIK,33.5544797,-7.5874892
ZONE URBAINE 16 BEN MSIK,33.5546295,-7.5876697
